clean_title,type.x,genres.x,average_rating,release_year.x,type.y,release_year.y,genres.y,weekly_hours_viewed
rocky balboa,Movie,"Drama, Sport",7.1,2006,NA,NA,NA,NA
the ides of march,Movie,"Drama, Thriller",7.1,2011,NA,NA,NA,NA
coming to america,Movie,"Comedy, Romance",7.1,1988,NA,NA,NA,NA
basic instinct,Movie,"Drama, Mystery, Thriller",7.1,1992,Movie,1992,"Classic Movies, Thrillers",NA
enchanted,Movie,"Adventure, Animation, Comedy",7.1,2007,NA,NA,NA,NA
wrath of man,Movie,"Action, Crime, Thriller",7.1,2021,NA,NA,NA,NA
chicken run,Movie,"Adventure, Animation, Comedy",7.1,2000,NA,NA,NA,NA
american made,Movie,"Action, Comedy, Crime",7.1,2017,NA,NA,NA,9300000
spaceballs,Movie,"Adventure, Comedy, Sci-Fi",7.1,1987,NA,NA,NA,NA
the danish girl,Movie,"Biography, Drama",7.1,2015,Movie,2015,"Dramas, Independent Movies, International Movies",NA
desperado,Movie,"Action, Crime, Drama",7.1,1995,NA,NA,NA,NA
melancholia,Movie,"Drama, Sci-Fi",7.1,2011,NA,NA,NA,NA
side effects,Movie,"Crime, Drama, Mystery",7.1,2013,NA,NA,NA,NA
kung fu panda 3,Movie,"Action, Adventure, Animation",7.1,2016,NA,NA,NA,5750000
kung fu panda 3,Movie,"Action, Adventure, Animation",7.1,2016,NA,NA,NA,8870000
kung fu panda 3,Movie,"Action, Adventure, Animation",7.1,2016,NA,NA,NA,7690000
sing,Movie,"Animation, Comedy, Family",7.1,2016,NA,NA,NA,6500000
sing,Movie,"Animation, Comedy, Family",7.1,2016,NA,NA,NA,5320000
sing,Movie,"Animation, Comedy, Family",7.1,2016,NA,NA,NA,7090000
sing,Movie,"Animation, Comedy, Family",7.1,2016,NA,NA,NA,10400000
sing,Movie,"Animation, Comedy, Family",7.1,2016,NA,NA,NA,9560000
sing,Movie,"Animation, Comedy, Family",7.1,2016,NA,NA,NA,5420000
sing,Movie,"Animation, Comedy, Family",7.1,2016,NA,NA,NA,7300000
sing,Movie,"Animation, Comedy, Family",7.1,2016,NA,NA,NA,12310000
sing,Movie,"Animation, Comedy, Family",7.1,2016,NA,NA,NA,8420000
about a boy,Movie,"Comedy, Drama, Romance",7.1,2002,Movie,2002,"Comedies, Dramas, International Movies",NA
the master,Movie,"Drama, History",7.1,2012,Movie,2012,"Dramas, Independent Movies",NA
alien romulus,Movie,"Horror, Sci-Fi, Thriller",7.1,2024,NA,NA,NA,NA
deepwater horizon,Movie,"Action, Drama, History",7.1,2016,NA,NA,NA,NA
babylon,Movie,"Comedy, Drama, History",7.1,2022,NA,NA,NA,NA
three kings,Movie,"Action, Adventure, Comedy",7.1,1999,NA,NA,NA,NA
"definitely, maybe",Movie,"Comedy, Drama, Romance",7.1,2008,NA,NA,NA,NA
sicario day of the soldado,Movie,"Action, Crime, Drama",7.1,2018,NA,NA,NA,NA
allied,Movie,"Action, Drama, Romance",7.1,2016,NA,NA,NA,NA
talk to me,Movie,"Horror, Thriller",7.1,2022,NA,NA,NA,NA
spy game,Movie,"Action, Crime, Thriller",7.1,2001,NA,NA,NA,NA
four weddings and a funeral,Movie,"Comedy, Drama, Romance",7.1,1994,Movie,1994,"Classic Movies, Comedies, International Movies",NA
bad times at the el royale,Movie,"Crime, Drama, Mystery",7.1,2018,NA,NA,NA,NA
state of play,Movie,"Crime, Drama, Mystery",7.1,2009,Movie,2009,"Dramas, Thrillers",NA
locke,Movie,Drama,7.1,2013,Movie,2013,"Dramas, Independent Movies",NA
escape from new york,Movie,"Action, Adventure, Sci-Fi",7.1,1981,NA,NA,NA,NA
the time travelers wife,Movie,"Comedy, Drama, Fantasy",7.1,2009,Movie,2009,"Dramas, Romantic Movies, Sci-Fi & Fantasy",NA
"love, rosie",Movie,"Comedy, Romance",7.1,2014,Movie,2014,"Comedies, International Movies, Romantic Movies",NA
creed ii,Movie,"Action, Drama, Sport",7.1,2018,NA,NA,NA,NA
seven years in tibet,Movie,"Adventure, Biography, Drama",7.1,1997,NA,NA,NA,NA
remember me,Movie,"Drama, Romance",7.1,2010,Movie,2010,"Dramas, Romantic Movies",NA
the devil all the time,Movie,"Crime, Drama, Thriller",7.1,2020,Movie,2020,"Dramas, Thrillers",NA
defiance,Movie,"Action, Drama, History",7.1,2008,Movie,2008,"Action & Adventure, Dramas",NA
brothers,Movie,"Drama, Thriller, War",7.1,2009,Movie,2015,"Action & Adventure, Dramas, International Movies",NA
the french dispatch,Movie,"Comedy, Drama, Romance",7.1,2021,NA,NA,NA,NA
never let me go,Movie,"Drama, Romance",7.1,2010,NA,NA,NA,NA
winters bone,Movie,"Crime, Drama, Mystery",7.1,2010,Movie,2010,"Dramas, Independent Movies",NA
its kind of a funny story,Movie,"Comedy, Drama, Romance",7.1,2010,NA,NA,NA,NA
margin call,Movie,"Drama, Thriller",7.1,2011,NA,NA,NA,NA
payback,Movie,"Action, Crime, Drama",7.1,1999,NA,NA,NA,NA
john q,Movie,"Crime, Drama, Thriller",7.1,2002,NA,NA,NA,NA
licorice pizza,Movie,"Comedy, Drama, Romance",7.1,2021,NA,NA,NA,NA
wild,Movie,"Adventure, Biography, Drama",7.1,2014,NA,NA,NA,NA
anastasia,Movie,"Adventure, Animation, Drama",7.1,1997,NA,NA,NA,NA
black mirror bandersnatch,Movie,"Drama, Fantasy, Mystery",7.1,2018,Movie,2018,"Dramas, International Movies, Sci-Fi & Fantasy",NA
the host,Movie,"Drama, Horror, Sci-Fi",7.1,2006,NA,NA,NA,NA
t2 trainspotting,Movie,"Comedy, Crime, Drama",7.1,2017,NA,NA,NA,NA
the dreamers,Movie,"Drama, Romance",7.1,2003,NA,NA,NA,NA
booksmart,Movie,Comedy,7.1,2019,NA,NA,NA,NA
carnage,Movie,"Comedy, Drama",7.1,2011,NA,NA,NA,NA
flags of our fathers,Movie,"Action, Adventure, Drama",7.1,2006,NA,NA,NA,NA
let me in,Movie,"Drama, Fantasy, Horror",7.1,2010,NA,NA,NA,NA
bone tomahawk,Movie,"Drama, Horror, Western",7.1,2015,NA,NA,NA,NA
challengers,Movie,"Comedy, Drama, Romance",7.1,2024,NA,NA,NA,NA
the unforgivable,Movie,"Crime, Drama, Mystery",7.1,2021,NA,NA,NA,11340000
the unforgivable,Movie,"Crime, Drama, Mystery",7.1,2021,NA,NA,NA,21310000
the unforgivable,Movie,"Crime, Drama, Mystery",7.1,2021,NA,NA,NA,26600000
the unforgivable,Movie,"Crime, Drama, Mystery",7.1,2021,NA,NA,NA,74440000
the unforgivable,Movie,"Crime, Drama, Mystery",7.1,2021,NA,NA,NA,85860000
the jacket,Movie,"Drama, Fantasy, Mystery",7.1,2005,NA,NA,NA,NA
heathers,Movie,"Comedy, Crime",7.1,1988,NA,NA,NA,NA
fast times at ridgemont high,Movie,"Comedy, Drama",7.1,1982,NA,NA,NA,NA
the aristocats,Movie,"Adventure, Animation, Comedy",7.1,1970,NA,NA,NA,NA
dogtooth,Movie,"Drama, Thriller",7.1,2009,NA,NA,NA,NA
wargames,Movie,"Action, Drama, Sci-Fi",7.1,1983,NA,NA,NA,NA
gran turismo,Movie,"Action, Adventure, Drama",7.1,2023,NA,NA,NA,NA
uncle buck,Movie,Comedy,7.1,1989,NA,NA,NA,NA
brick,Movie,"Crime, Drama, Mystery",7.1,2005,Movie,2005,"Independent Movies, Thrillers",NA
the sword in the stone,Movie,"Adventure, Animation, Comedy",7.1,1963,NA,NA,NA,NA
broken flowers,Movie,"Comedy, Drama, Mystery",7.1,2005,NA,NA,NA,NA
runaway jury,Movie,"Crime, Drama, Thriller",7.1,2003,NA,NA,NA,NA
concussion,Movie,"Biography, Drama, Sport",7.1,2015,Movie,2013,"Dramas, Independent Movies, LGBTQ Movies",NA
tommy boy,Movie,"Adventure, Comedy",7.1,1995,NA,NA,NA,NA
the girl who played with fire,Movie,"Action, Crime, Drama",7.1,2009,NA,NA,NA,NA
elephant,Movie,"Crime, Drama, Thriller",7.1,2003,NA,NA,NA,NA
west side story,Movie,"Crime, Drama, Musical",7.1,2021,NA,NA,NA,NA
the muppets,Movie,"Adventure, Comedy, Family",7.1,2011,Movie,2011,"Children & Family Movies, Comedies",NA
the frighteners,Movie,"Comedy, Fantasy, Horror",7.1,1996,NA,NA,NA,NA
falling skies,TV Show,"Action, Adventure, Drama",7.1,2011,NA,NA,NA,NA
half nelson,Movie,Drama,7.1,2006,NA,NA,NA,NA
audition,Movie,"Drama, Horror, Mystery",7.1,1999,NA,NA,NA,NA
cashback,Movie,"Comedy, Drama, Romance",7.1,2006,NA,NA,NA,NA
wag the dog,Movie,"Comedy, Drama",7.1,1997,NA,NA,NA,NA
little shop of horrors,Movie,"Comedy, Horror, Musical",7.1,1986,NA,NA,NA,NA
out of africa,Movie,"Biography, Drama, Romance",7.1,1985,NA,NA,NA,NA
the kings of summer,Movie,"Adventure, Comedy, Drama",7.1,2013,NA,NA,NA,NA
the dig,Movie,"Biography, Drama, History",7.1,2021,Movie,2021,"Dramas, International Movies",NA
ever after a cinderella story,Movie,"Drama, Romance",7.1,1998,NA,NA,NA,NA
in the mouth of madness,Movie,"Drama, Fantasy, Horror",7.1,1994,NA,NA,NA,NA
1984,Movie,"Drama, Sci-Fi",7.1,1984,NA,NA,NA,NA
gridiron gang,Movie,"Biography, Crime, Drama",7.1,2006,NA,NA,NA,NA
blue ruin,Movie,"Crime, Drama, Thriller",7.1,2013,Movie,2013,"Independent Movies, Thrillers",NA
the square,Movie,"Comedy, Drama",7.1,2017,Movie,2013,"Documentaries, International Movies",NA
ong-bak the thai warrior,Movie,"Action, Crime, Thriller",7.1,2003,NA,NA,NA,NA
brawl in cell block 99,Movie,"Crime, Drama, Thriller",7.1,2017,NA,NA,NA,NA
the king of staten island,Movie,"Comedy, Drama",7.1,2020,NA,NA,NA,NA
dc league of super-pets,Movie,"Action, Adventure, Animation",7.1,2022,NA,NA,NA,NA
whatever works,Movie,"Comedy, Romance",7.1,2009,NA,NA,NA,NA
day of the dead,Movie,"Horror, Thriller",7.1,1985,NA,NA,NA,NA
district b13,Movie,"Action, Crime, Sci-Fi",7.1,2004,NA,NA,NA,NA
the tinder swindler,Movie,"Crime, Documentary",7.1,2022,NA,NA,NA,9510000
the tinder swindler,Movie,"Crime, Documentary",7.1,2022,NA,NA,NA,17670000
the tinder swindler,Movie,"Crime, Documentary",7.1,2022,NA,NA,NA,34450000
the tinder swindler,Movie,"Crime, Documentary",7.1,2022,NA,NA,NA,64700000
the tinder swindler,Movie,"Crime, Documentary",7.1,2022,NA,NA,NA,45800000
agora,Movie,"Adventure, Biography, Drama",7.1,2009,NA,NA,NA,NA
the dark crystal,Movie,"Adventure, Family, Fantasy",7.1,1982,Movie,1982,Children & Family Movies,NA
god bless america,Movie,"Comedy, Crime, Drama",7.1,2011,NA,NA,NA,NA
elle,Movie,"Crime, Drama, Thriller",7.1,2016,NA,NA,NA,NA
timecrimes,Movie,"Horror, Mystery, Sci-Fi",7.1,2007,NA,NA,NA,NA
a tale of two sisters,Movie,"Drama, Horror, Mystery",7.1,2003,NA,NA,NA,NA
arthur christmas,Movie,"Adventure, Animation, Comedy",7.1,2011,Movie,2011,"Children & Family Movies, Comedies",NA
chariots of fire,Movie,"Biography, Drama, Sport",7.1,1981,NA,NA,NA,NA
the cat returns,Movie,"Adventure, Animation, Comedy",7.1,2002,NA,NA,NA,NA
leave no trace,Movie,"Adventure, Drama",7.1,2018,NA,NA,NA,NA
the white tiger,Movie,"Crime, Drama",7.1,2021,Movie,2021,Dramas,NA
alive,Movie,"Biography, Drama, Thriller",7.1,1993,NA,NA,NA,NA
the jerk,Movie,Comedy,7.1,1979,NA,NA,NA,NA
dont look now,Movie,"Drama, Horror, Mystery",7.1,1973,NA,NA,NA,NA
everybodys fine,Movie,"Adventure, Drama",7.1,2009,NA,NA,NA,NA
missing,Movie,"Drama, Mystery, Thriller",7.1,2023,NA,NA,NA,8080000
missing,Movie,"Drama, Mystery, Thriller",7.1,2023,NA,NA,NA,15930000
missing,Movie,"Drama, Mystery, Thriller",7.1,2023,NA,NA,NA,5220000
the shannara chronicles,TV Show,"Adventure, Drama, Fantasy",7.1,2016,TV Show,2018,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",NA
an officer and a gentleman,Movie,"Drama, Romance",7.1,1982,NA,NA,NA,NA
the flight attendant,TV Show,"Comedy, Drama, Mystery",7.1,2020,NA,NA,NA,NA
first reformed,Movie,"Drama, Mystery, Thriller",7.1,2017,NA,NA,NA,NA
sneakers,Movie,"Comedy, Crime, Drama",7.1,1992,NA,NA,NA,NA
benny & joon,Movie,"Comedy, Drama, Romance",7.1,1993,NA,NA,NA,NA
don 2,Movie,"Action, Crime, Thriller",7.1,2011,Movie,2011,"Action & Adventure, International Movies, Music & Musicals",NA
lords of dogtown,Movie,"Biography, Drama, Sport",7.1,2005,NA,NA,NA,NA
final fantasy vii advent children,Movie,"Action, Adventure, Animation",7.1,2005,NA,NA,NA,NA
the adventures of baron munchausen,Movie,"Adventure, Comedy, Fantasy",7.1,1988,NA,NA,NA,NA
can you ever forgive me?,Movie,"Biography, Comedy, Crime",7.1,2018,NA,NA,NA,NA
marighella,Movie,"Action, Drama, History",7.1,2019,NA,NA,NA,NA
parenthood,Movie,"Comedy, Drama",7.1,1989,NA,NA,NA,NA
hard eight,Movie,"Crime, Drama",7.1,1996,NA,NA,NA,NA
the great mouse detective,Movie,"Adventure, Animation, Family",7.1,1986,NA,NA,NA,NA
win win,Movie,"Comedy, Drama, Sport",7.1,2011,NA,NA,NA,NA
marnie,Movie,"Crime, Drama, Mystery",7.1,1964,NA,NA,NA,NA
far from the madding crowd,Movie,"Drama, Romance",7.1,2015,NA,NA,NA,NA
sultan,Movie,"Action, Drama, Romance",7.1,2016,NA,NA,NA,NA
if beale street could talk,Movie,"Drama, Romance",7.1,2018,NA,NA,NA,NA
kon-tiki,Movie,"Adventure, Biography, Drama",7.1,2012,Movie,2012,"Action & Adventure, Dramas, International Movies",NA
thirst,Movie,"Drama, Fantasy, Horror",7.1,2009,NA,NA,NA,NA
kinsey,Movie,"Biography, Drama, Romance",7.1,2004,NA,NA,NA,NA
dressed to kill,Movie,"Crime, Drama, Mystery",7.1,1980,NA,NA,NA,NA
the nanny,TV Show,"Comedy, Family, Romance",7.1,1993,NA,NA,NA,NA
0.468055556,Movie,"Comedy, Crime, Drama",7.1,2003,NA,NA,NA,NA
black christmas,Movie,"Horror, Mystery, Thriller",7.1,1974,NA,NA,NA,NA
better off dead,Movie,"Comedy, Romance",7.1,1985,NA,NA,NA,NA
the poseidon adventure,Movie,"Action, Adventure, Drama",7.1,1972,NA,NA,NA,NA
balto,Movie,"Adventure, Animation, Drama",7.1,1995,Movie,1995,"Children & Family Movies, Dramas",NA
casualties of war,Movie,"Action, Crime, Drama",7.1,1989,NA,NA,NA,NA
no way out,Movie,"Action, Crime, Drama",7.1,1987,NA,NA,NA,NA
che part one,Movie,"Biography, Drama, History",7.1,2008,NA,NA,NA,NA
lovecraft country,TV Show,"Drama, Fantasy, Horror",7.1,2020,NA,NA,NA,NA
scream queens,TV Show,"Comedy, Horror, Mystery",7.1,2015,NA,NA,NA,NA
the call,Movie,"Crime, Mystery, Sci-Fi",7.1,2020,Movie,2020,"International Movies, Thrillers",7710000
welcome to the sticks,Movie,"Comedy, Romance",7.1,2008,NA,NA,NA,NA
sleeper,Movie,"Comedy, Sci-Fi",7.1,1973,NA,NA,NA,NA
the goat life,Movie,"Adventure, Drama",7.1,2024,NA,NA,NA,NA
bad education,Movie,"Biography, Comedy, Crime",7.1,2019,TV Show,2014,"British TV Shows, TV Comedies",NA
gentlemen prefer blondes,Movie,"Comedy, Musical, Romance",7.1,1953,NA,NA,NA,NA
catfish,Movie,"Documentary, Drama, Mystery",7.1,2010,NA,NA,NA,NA
narc,Movie,"Crime, Drama, Mystery",7.1,2002,NA,NA,NA,NA
the seven year itch,Movie,"Comedy, Romance",7.1,1955,NA,NA,NA,NA
outer range,TV Show,"Drama, Mystery, Thriller",7.1,2022,NA,NA,NA,NA
the big chill,Movie,"Comedy, Drama",7.1,1983,NA,NA,NA,NA
the railway man,Movie,"Biography, Drama, Romance",7.1,2013,Movie,2013,"Dramas, International Movies",NA
chopper,Movie,"Biography, Crime, Drama",7.1,2000,NA,NA,NA,NA
race,Movie,"Biography, Drama, Sport",7.1,2016,Movie,2008,"Action & Adventure, International Movies, Music & Musicals",NA
fantasia 2000,Movie,"Animation, Family, Fantasy",7.1,1999,NA,NA,NA,NA
heretic,Movie,"Horror, Thriller",7.1,2024,NA,NA,NA,NA
rons gone wrong,Movie,"Adventure, Animation, Comedy",7.1,2021,NA,NA,NA,NA
don,Movie,"Action, Crime, Thriller",7.1,2006,Movie,2006,"Action & Adventure, International Movies",2740000
don,Movie,"Action, Crime, Thriller",7.1,2006,Movie,2006,"Action & Adventure, International Movies",3640000
the believer,Movie,Drama,7.1,2001,NA,NA,NA,NA
the changeling,Movie,"Horror, Mystery",7.1,1980,NA,NA,NA,NA
bedknobs and broomsticks,Movie,"Adventure, Animation, Comedy",7.1,1971,NA,NA,NA,NA
main hoon na,Movie,"Action, Comedy, Drama",7.1,2004,Movie,2004,"Action & Adventure, Comedies, Dramas",NA
nyad,Movie,"Biography, Drama, Sport",7.1,2023,NA,NA,NA,11700000
nyad,Movie,"Biography, Drama, Sport",7.1,2023,NA,NA,NA,9500000
the tragedy of macbeth,Movie,"Drama, Mystery, Thriller",7.1,2021,NA,NA,NA,NA
the accused,Movie,"Crime, Drama",7.1,1988,NA,NA,NA,NA
nothing but the truth,Movie,"Crime, Drama, Mystery",7.1,2008,NA,NA,NA,NA
on the basis of sex,Movie,"Biography, Drama, History",7.1,2018,NA,NA,NA,NA
nowhere boy,Movie,"Biography, Drama, Music",7.1,2009,Movie,2009,Dramas,NA
the stand,TV Show,"Adventure, Drama, Fantasy",7.1,1994,NA,NA,NA,NA
the glass castle,Movie,"Biography, Drama",7.1,2017,NA,NA,NA,NA
99 homes,Movie,"Crime, Drama",7.1,2014,NA,NA,NA,NA
the savages,Movie,"Comedy, Drama",7.1,2007,NA,NA,NA,NA
rumble fish,Movie,"Crime, Drama, Romance",7.1,1983,NA,NA,NA,NA
jailer,Movie,"Action, Comedy, Crime",7.1,2023,NA,NA,NA,NA
the society,TV Show,"Drama, Mystery, Sci-Fi",7.1,2019,TV Show,2019,"TV Dramas, Teen TV Shows",NA
shattered glass,Movie,"Drama, History",7.1,2003,NA,NA,NA,NA
the forgotten battle,Movie,"Action, Adventure, War",7.1,2020,NA,NA,NA,1940000
the forgotten battle,Movie,"Action, Adventure, War",7.1,2020,NA,NA,NA,2630000
the forgotten battle,Movie,"Action, Adventure, War",7.1,2020,NA,NA,NA,3860000
the forgotten battle,Movie,"Action, Adventure, War",7.1,2020,NA,NA,NA,8410000
the forgotten battle,Movie,"Action, Adventure, War",7.1,2020,NA,NA,NA,25800000
the forgotten battle,Movie,"Action, Adventure, War",7.1,2020,NA,NA,NA,21460000
saved by the bell,TV Show,"Comedy, Family, Romance",7.1,1989,TV Show,1994,"Kids' TV, TV Comedies",NA
the burial,Movie,Drama,7.1,2023,NA,NA,NA,NA
padmaavat,Movie,"Drama, History, Romance",7.1,2018,NA,NA,NA,NA
tangerine,Movie,"Comedy, Crime, Drama",7.1,2015,NA,NA,NA,NA
vettaiyan,Movie,"Action, Crime, Drama",7.1,2024,NA,NA,NA,NA
an american in paris,Movie,"Drama, Musical, Romance",7.1,1951,NA,NA,NA,NA
parallel mothers,Movie,Drama,7.1,2021,NA,NA,NA,4820000
parallel mothers,Movie,Drama,7.1,2021,NA,NA,NA,6510000
the messenger,Movie,"Drama, Romance, War",7.1,2009,NA,NA,NA,NA
red rocket,Movie,"Comedy, Drama",7.1,2021,NA,NA,NA,NA
in the fade,Movie,"Crime, Drama, Thriller",7.1,2017,NA,NA,NA,NA
living with yourself,TV Show,"Comedy, Drama, Sci-Fi",7.1,2019,TV Show,2019,"TV Comedies, TV Dramas",NA
the whistleblower,Movie,"Biography, Crime, Drama",7.1,2010,NA,NA,NA,NA
shiva baby,Movie,"Comedy, Drama",7.1,2020,NA,NA,NA,NA
adam,Movie,"Comedy, Drama, Romance",7.1,2009,NA,NA,NA,NA
the staircase,TV Show,"Biography, Crime, Drama",7.1,2022,TV Show,2018,"Crime TV Shows, Docuseries, TV Mysteries",NA
the woodsman,Movie,Drama,7.1,2004,NA,NA,NA,NA
the brand new testament,Movie,"Comedy, Drama, Fantasy",7.1,2015,NA,NA,NA,NA
fanaa,Movie,"Action, Drama, Romance",7.1,2006,NA,NA,NA,NA
45 years,Movie,"Drama, Romance",7.1,2015,NA,NA,NA,NA
queen & slim,Movie,"Crime, Drama, Romance",7.1,2019,NA,NA,NA,NA
beautiful girls,Movie,"Comedy, Drama, Romance",7.1,1996,NA,NA,NA,NA
chasing mavericks,Movie,"Biography, Drama, Sport",7.1,2012,NA,NA,NA,NA
one night in miami...,Movie,Drama,7.1,2020,NA,NA,NA,NA
white oleander,Movie,Drama,7.1,2002,NA,NA,NA,NA
the thing from another world,Movie,"Horror, Sci-Fi",7.1,1951,NA,NA,NA,NA
michael collins,Movie,"Biography, Drama, History",7.1,1996,NA,NA,NA,NA
julieta,Movie,"Drama, Mystery, Romance",7.1,2016,NA,NA,NA,NA
aashiqui 2,Movie,"Drama, Music, Musical",7.1,2013,NA,NA,NA,NA
mean creek,Movie,"Crime, Drama",7.1,2004,NA,NA,NA,NA
strange darling,Movie,"Horror, Thriller",7.1,2023,NA,NA,NA,NA
nixon,Movie,"Biography, Drama, History",7.1,1995,NA,NA,NA,NA
the pink panther strikes again,Movie,"Comedy, Crime",7.1,1976,NA,NA,NA,NA
mrs. harris goes to paris,Movie,"Comedy, Drama",7.1,2022,NA,NA,NA,NA
tracks,Movie,"Adventure, Biography, Drama",7.1,2013,NA,NA,NA,NA
the tourist,TV Show,"Action, Drama, Mystery",7.1,2022,Movie,2010,"Action & Adventure, Romantic Movies",NA
medium,TV Show,"Crime, Drama, Fantasy",7.1,2005,Movie,1985,"Horror Movies, International Movies, Thrillers",NA
micmacs,Movie,"Action, Comedy, Crime",7.1,2009,NA,NA,NA,NA
mosul,Movie,"Action, Drama, Thriller",7.1,2019,Movie,2020,"Action & Adventure, Dramas, International Movies",NA
ruby & quentin,Movie,"Comedy, Crime",7.1,2003,NA,NA,NA,NA
klute,Movie,"Crime, Mystery, Thriller",7.1,1971,NA,NA,NA,NA
enthiran,Movie,"Action, Sci-Fi, Thriller",7.1,2010,NA,NA,NA,NA
a brilliant young mind,Movie,"Drama, Romance",7.1,2014,NA,NA,NA,NA
dragon ball z battle of gods,Movie,"Action, Adventure, Animation",7.1,2013,NA,NA,NA,NA
goodbye christopher robin,Movie,"Biography, Drama, Family",7.1,2017,NA,NA,NA,NA
jeffrey epstein filthy rich,TV Show,"Crime, Documentary",7.1,2020,TV Show,2020,"Crime TV Shows, Docuseries",NA
things we lost in the fire,Movie,Drama,7.1,2007,NA,NA,NA,NA
kaabil,Movie,"Action, Crime, Drama",7.1,2017,Movie,2017,"Dramas, International Movies",NA
in order of disappearance,Movie,"Action, Crime, Drama",7.1,2014,NA,NA,NA,NA
the world according to garp,Movie,"Comedy, Drama",7.1,1982,NA,NA,NA,NA
mandela long walk to freedom,Movie,"Biography, Drama, History",7.1,2013,Movie,2013,"Dramas, International Movies",NA
miracles from heaven,Movie,"Biography, Drama, Family",7.1,2016,NA,NA,NA,NA
winnie the pooh,Movie,"Adventure, Animation, Comedy",7.1,2011,NA,NA,NA,NA
megan leavey,Movie,"Action, Biography, Drama",7.1,2017,NA,NA,NA,NA
koi... mil gaya,Movie,"Action, Drama, Fantasy",7.1,2003,NA,NA,NA,NA
saboteur,Movie,"Thriller, War",7.1,1942,NA,NA,NA,NA
a murder at the end of the world,TV Show,"Drama, Mystery, Thriller",7.1,2023,NA,NA,NA,NA
human traffic,Movie,"Comedy, Music",7.1,1999,NA,NA,NA,NA
a love song for bobby long,Movie,Drama,7.1,2004,NA,NA,NA,NA
little white lies,Movie,"Comedy, Drama",7.1,2010,NA,NA,NA,NA
catch-22,Movie,"Comedy, Drama, War",7.1,1970,NA,NA,NA,NA
department q the absent one,Movie,"Crime, Drama, Mystery",7.1,2014,NA,NA,NA,NA
frozen river,Movie,"Crime, Drama",7.1,2008,Movie,2008,"Dramas, Independent Movies",NA
welcome,Movie,"Comedy, Crime, Drama",7.1,2007,Movie,2007,"Comedies, International Movies, Music & Musicals",NA
before night falls,Movie,"Biography, Drama, Romance",7.1,2000,NA,NA,NA,NA
caprica,TV Show,"Action, Drama, Sci-Fi",7.1,2009,NA,NA,NA,NA
the fly,Movie,"Drama, Horror, Sci-Fi",7.1,1958,NA,NA,NA,NA
the apprentice,Movie,"Biography, Drama, History",7.1,2024,NA,NA,NA,NA
salem,TV Show,"Drama, Fantasy, Horror",7.1,2014,NA,NA,NA,NA
the walking dead dead city,TV Show,"Adventure, Drama, Horror",7.1,2023,NA,NA,NA,NA
candy,TV Show,"Biography, Crime, Drama",7.1,2022,NA,NA,NA,NA
a good person,Movie,Drama,7.1,2023,NA,NA,NA,NA
good luck charlie,TV Show,"Comedy, Drama, Family",7.1,2010,NA,NA,NA,NA
american underdog,Movie,"Biography, Drama, Romance",7.1,2021,NA,NA,NA,NA
breathe,Movie,"Biography, Drama, Romance",7.1,2017,NA,NA,NA,NA
the bird with the crystal plumage,Movie,"Horror, Mystery, Thriller",7.1,1970,NA,NA,NA,NA
sonu ke titu ki sweety,Movie,"Comedy, Romance",7.1,2018,NA,NA,NA,NA
the vaccine war,Movie,"Drama, Thriller",7.1,2023,NA,NA,NA,NA
fearless,Movie,"Drama, Thriller",7.1,1993,Movie,2020,"Children & Family Movies, Comedies",NA
gods crooked lines,Movie,"Drama, Mystery, Thriller",7.1,2022,NA,NA,NA,3450000
gods crooked lines,Movie,"Drama, Mystery, Thriller",7.1,2022,NA,NA,NA,5600000
gods crooked lines,Movie,"Drama, Mystery, Thriller",7.1,2022,NA,NA,NA,8270000
