clean_title,type.x,genres.x,average_rating,release_year.x,type.y,release_year.y,genres.y,weekly_hours_viewed
hitler the rise of evil,TV Show,"Biography, Drama, History",7.2,2003,NA,NA,NA,NA
the misfits,Movie,"Drama, Romance, Western",7.2,1961,NA,NA,NA,NA
i confess,Movie,"Crime, Drama, Thriller",7.2,1953,NA,NA,NA,NA
killjoys,TV Show,"Action, Adventure, Sci-Fi",7.2,2015,NA,NA,NA,NA
toilet a love story,Movie,"Comedy, Drama, Romance",7.2,2017,NA,NA,NA,NA
minamata,Movie,Drama,7.2,2020,NA,NA,NA,NA
hung,TV Show,"Comedy, Drama",7.2,2009,NA,NA,NA,NA
codename kids next door,TV Show,"Action, Adventure, Animation",7.2,2002,NA,NA,NA,NA
hells kitchen,TV Show,"Game-Show, Reality-TV",7.2,2005,NA,NA,NA,NA
armour of god 2 operation condor,Movie,"Action, Adventure, Comedy",7.2,1991,NA,NA,NA,NA
the express,Movie,"Biography, Drama, Sport",7.2,2008,NA,NA,NA,NA
metropolis,Movie,"Adventure, Animation, Drama",7.2,2001,NA,NA,NA,NA
eight men out,Movie,"Drama, History, Sport",7.2,1988,NA,NA,NA,NA
private life,Movie,"Comedy, Drama",7.2,2018,Movie,2018,"Comedies, Dramas, Independent Movies",NA
russian ark,Movie,"Drama, Fantasy, History",7.2,2002,NA,NA,NA,NA
mulk,Movie,Drama,7.2,2018,NA,NA,NA,NA
defending your life,Movie,"Comedy, Drama, Fantasy",7.2,1991,NA,NA,NA,NA
the smurfs,TV Show,"Adventure, Animation, Comedy",7.2,1981,Movie,2011,"Children & Family Movies, Comedies",9220000
pat garrett & billy the kid,Movie,"Biography, Drama, Western",7.2,1973,NA,NA,NA,NA
glitch,TV Show,"Drama, Horror, Sci-Fi",7.2,2015,TV Show,2019,"International TV Shows, TV Dramas, TV Horror",7440000
an officer and a spy,Movie,"Drama, History, Thriller",7.2,2019,NA,NA,NA,NA
columbus,Movie,Drama,7.2,2017,NA,NA,NA,NA
danny phantom,TV Show,"Action, Adventure, Animation",7.2,2003,NA,NA,NA,NA
tape,Movie,Drama,7.2,2001,NA,NA,NA,NA
quadrophenia,Movie,"Drama, Music",7.2,1979,NA,NA,NA,NA
brassed off,Movie,"Comedy, Drama, Music",7.2,1996,NA,NA,NA,NA
in your name,Movie,"Action, Drama, Romance",7.2,2003,NA,NA,NA,NA
first they killed my father,Movie,"Biography, Drama, History",7.2,2017,Movie,2017,Dramas,NA
"batman the long halloween, part one",Movie,"Action, Animation, Crime",7.2,2021,NA,NA,NA,NA
fahrenheit 11/9,Movie,Documentary,7.2,2018,NA,NA,NA,NA
its all gone pete tong,Movie,"Biography, Comedy, Drama",7.2,2004,NA,NA,NA,NA
the beat that my heart skipped,Movie,"Crime, Drama, Music",7.2,2005,NA,NA,NA,NA
merry christmas mr. lawrence,Movie,"Drama, War",7.2,1983,NA,NA,NA,NA
lantana,Movie,"Drama, Mystery, Romance",7.2,2001,NA,NA,NA,NA
once upon a time in china,Movie,Action,7.2,1991,NA,NA,NA,NA
the great race,Movie,"Action, Adventure, Comedy",7.2,1965,NA,NA,NA,NA
flame & citron,Movie,"Action, Drama, History",7.2,2008,NA,NA,NA,NA
the tale,Movie,"Biography, Drama, Mystery",7.2,2018,NA,NA,NA,NA
along with the gods the two worlds,Movie,"Action, Adventure, Drama",7.2,2017,NA,NA,NA,NA
infernal affairs ii,Movie,"Action, Crime, Drama",7.2,2003,NA,NA,NA,NA
raat akeli hai,Movie,"Crime, Drama, Mystery",7.2,2020,Movie,2020,"Dramas, International Movies, Thrillers",NA
love likes coincidences,Movie,"Drama, Romance",7.2,2011,NA,NA,NA,NA
she wore a yellow ribbon,Movie,Western,7.2,1949,NA,NA,NA,NA
scarecrow,Movie,Drama,7.2,1973,Movie,2019,"Comedies, International Movies",NA
the beguiled,Movie,"Drama, Thriller, War",7.2,1971,Movie,2017,"Dramas, Independent Movies, Thrillers",NA
polytechnique,Movie,"Crime, Drama, History",7.2,2009,NA,NA,NA,NA
platonic,TV Show,"Comedy, Romance",7.2,2023,NA,NA,NA,NA
animal farm,Movie,"Animation, Drama",7.2,1954,NA,NA,NA,NA
babyteeth,Movie,"Comedy, Drama, Music",7.2,2019,NA,NA,NA,NA
reversal of fortune,Movie,"Biography, Drama, Mystery",7.2,1990,NA,NA,NA,NA
il divo,Movie,"Biography, Drama",7.2,2008,NA,NA,NA,NA
the chair,TV Show,"Comedy, Drama",7.2,2021,TV Show,2021,"TV Comedies, TV Dramas",14020000
electric dreams,TV Show,"Drama, Sci-Fi",7.2,2017,NA,NA,NA,NA
nightwatch,Movie,Thriller,7.2,1994,NA,NA,NA,NA
project a,Movie,"Action, Adventure, Comedy",7.2,1983,NA,NA,NA,NA
children of a lesser god,Movie,"Drama, Romance",7.2,1986,NA,NA,NA,NA
mystery science theater 3000 the movie,Movie,"Comedy, Drama, Fantasy",7.2,1996,NA,NA,NA,NA
the madness of king george,Movie,"Biography, Comedy, Drama",7.2,1994,NA,NA,NA,NA
ponniyin selvan part two,Movie,"Action, Adventure, Drama",7.2,2023,NA,NA,NA,NA
the cincinnati kid,Movie,Drama,7.2,1965,Movie,1965,"Classic Movies, Dramas",NA
band baaja baaraat,Movie,"Comedy, Drama, Romance",7.2,2010,NA,NA,NA,NA
mutiny on the bounty,Movie,"Adventure, Drama, History",7.2,1962,Movie,1962,"Action & Adventure, Classic Movies, Dramas",NA
the bothersome man,Movie,"Comedy, Drama, Fantasy",7.2,2006,NA,NA,NA,NA
highlander,TV Show,"Action, Adventure, Fantasy",7.2,1992,NA,NA,NA,NA
pawn stars,TV Show,"Comedy, Reality-TV",7.2,2009,TV Show,2010,Reality TV,NA
angrezi medium,Movie,"Comedy, Drama",7.2,2020,NA,NA,NA,NA
born into brothels calcuttas red light kids,Movie,"Biography, Documentary, News",7.2,2004,NA,NA,NA,NA
gentlemans agreement,Movie,"Drama, Romance",7.2,1947,NA,NA,NA,NA
the ipcress file,Movie,"Drama, Thriller",7.2,1965,NA,NA,NA,NA
battlestar galactica,TV Show,"Action, Adventure, Sci-Fi",7.2,1978,NA,NA,NA,NA
death note the last name,Movie,"Adventure, Crime, Drama",7.2,2006,NA,NA,NA,NA
trinity is still my name,Movie,"Comedy, Western",7.2,1971,NA,NA,NA,NA
cross,TV Show,"Action, Crime, Drama",7.2,2024,NA,NA,NA,NA
bedevilled,Movie,"Drama, Horror, Thriller",7.2,2010,NA,NA,NA,NA
absentia,TV Show,"Crime, Drama, Mystery",7.2,2017,NA,NA,NA,NA
"batman the long halloween, part two",Movie,"Action, Animation, Crime",7.2,2021,NA,NA,NA,NA
bad boys,Movie,"Crime, Drama, Thriller",7.2,1983,Movie,1995,"Action & Adventure, Comedies",NA
girl,Movie,Drama,7.2,2018,Movie,2018,"Dramas, International Movies, LGBTQ Movies",NA
the dish,Movie,"Comedy, Drama, History",7.2,2000,NA,NA,NA,NA
dheepan,Movie,"Crime, Drama",7.2,2015,NA,NA,NA,NA
a hard day,Movie,"Action, Crime, Thriller",7.2,2014,NA,NA,NA,1260000
starbuck,Movie,"Comedy, Drama, Romance",7.2,2011,NA,NA,NA,NA
based on a true story,TV Show,Comedy,7.2,2023,NA,NA,NA,NA
black box,Movie,"Drama, Mystery, Thriller",7.2,2021,NA,NA,NA,NA
a better life,Movie,"Drama, Romance",7.2,2011,NA,NA,NA,NA
breakout kings,TV Show,"Crime, Drama, Thriller",7.2,2011,NA,NA,NA,NA
city of men,Movie,"Crime, Drama",7.2,2007,NA,NA,NA,NA
under the bridge,TV Show,"Biography, Crime, Drama",7.2,2024,NA,NA,NA,NA
barbara,Movie,Drama,7.2,2012,NA,NA,NA,NA
operation petticoat,Movie,"Comedy, Romance, War",7.2,1959,NA,NA,NA,NA
pyaar ka punchnama 2,Movie,"Comedy, Drama, Romance",7.2,2015,Movie,2015,"Comedies, Dramas, International Movies",NA
of gods and men,Movie,"Drama, History",7.2,2010,NA,NA,NA,NA
till,Movie,"Biography, Crime, Drama",7.2,2022,NA,NA,NA,NA
compartment number 6,Movie,"Drama, Romance",7.2,2021,NA,NA,NA,NA
tin star,TV Show,"Crime, Drama, Thriller",7.2,2017,NA,NA,NA,NA
utoya july 22,Movie,"Drama, Thriller",7.2,2018,NA,NA,NA,NA
the angry beavers,TV Show,"Adventure, Animation, Comedy",7.2,1997,NA,NA,NA,NA
el cid,Movie,"Biography, Drama, History",7.2,1961,NA,NA,NA,NA
daisies,Movie,Comedy,7.2,1966,NA,NA,NA,NA
neon genesis evangelion death & rebirth,Movie,"Action, Animation, Drama",7.2,1997,NA,NA,NA,NA
insomnia,Movie,"Crime, Mystery, Thriller",7.2,1997,NA,NA,NA,NA
the fortune cookie,Movie,"Comedy, Romance",7.2,1966,NA,NA,NA,NA
mrs. brown,Movie,"Biography, Drama, History",7.2,1997,NA,NA,NA,NA
primeval,TV Show,"Action, Adventure, Drama",7.2,2007,NA,NA,NA,NA
to the lake,TV Show,"Drama, Sci-Fi, Thriller",7.2,2019,TV Show,2020,"International TV Shows, TV Dramas, TV Mysteries",NA
paddleton,Movie,"Comedy, Drama",7.2,2019,Movie,2019,"Comedies, Dramas, Independent Movies",NA
old yeller,Movie,"Adventure, Drama, Family",7.2,1957,NA,NA,NA,NA
children of dune,TV Show,"Adventure, Drama, Sci-Fi",7.2,2003,NA,NA,NA,NA
the inventor out for blood in silicon valley,Movie,"Crime, Documentary",7.2,2019,NA,NA,NA,NA
berlin calling,Movie,"Comedy, Drama, Music",7.2,2008,Movie,2008,"Dramas, International Movies, Music & Musicals",NA
another woman,Movie,Drama,7.2,1988,NA,NA,NA,NA
rams,Movie,Drama,7.2,2015,NA,NA,NA,NA
broken,Movie,"Drama, Romance",7.2,2012,Movie,2019,"Dramas, International Movies, Romantic Movies",NA
the late show with stephen colbert,TV Show,"Comedy, Talk-Show",7.2,2015,NA,NA,NA,NA
amen.,Movie,"Biography, Crime, Drama",7.2,2002,NA,NA,NA,NA
educating rita,Movie,"Comedy, Drama",7.2,1983,NA,NA,NA,NA
the apostle,Movie,Drama,7.2,1997,NA,NA,NA,NA
three pines,TV Show,"Crime, Drama, Mystery",7.2,2022,NA,NA,NA,NA
lâge dor,Movie,"Comedy, Drama",7.2,1930,NA,NA,NA,NA
ittefaq,Movie,"Mystery, Thriller",7.2,2017,Movie,2017,"Dramas, International Movies, Thrillers",NA
talk radio,Movie,"Drama, Thriller",7.2,1988,NA,NA,NA,NA
little caesar,Movie,"Action, Crime, Drama",7.2,1931,NA,NA,NA,NA
ultimate spider-man,TV Show,"Action, Adventure, Animation",7.2,2012,NA,NA,NA,NA
asterix and cleopatra,Movie,"Adventure, Animation, Comedy",7.2,1968,NA,NA,NA,NA
wild bill,Movie,"Comedy, Crime, Drama",7.2,2011,NA,NA,NA,NA
table no. 21,Movie,"Adventure, Drama, Thriller",7.2,2013,NA,NA,NA,NA
the new adventures of old christine,TV Show,Comedy,7.2,2006,NA,NA,NA,NA
21 jump street,TV Show,"Crime, Drama, Mystery",7.2,1987,NA,NA,NA,11690000
words on bathroom walls,Movie,"Drama, Romance",7.2,2020,NA,NA,NA,NA
angst,Movie,"Drama, Horror, Thriller",7.2,1983,NA,NA,NA,NA
nh 10,Movie,"Action, Crime, Drama",7.2,2015,NA,NA,NA,NA
the outlaws,Movie,"Action, Crime, Thriller",7.2,2017,NA,NA,NA,NA
kevin can f**k himself,TV Show,"Comedy, Drama",7.2,2021,NA,NA,NA,NA
the mighty,Movie,"Comedy, Drama",7.2,1998,NA,NA,NA,NA
the other side of hope,Movie,"Comedy, Drama",7.2,2017,NA,NA,NA,NA
rye lane,Movie,"Comedy, Drama, Romance",7.2,2023,NA,NA,NA,NA
te3n,Movie,"Crime, Drama, Mystery",7.2,2016,Movie,2016,"Dramas, International Movies, Thrillers",NA
garfield and friends,TV Show,"Animation, Comedy, Family",7.2,1988,NA,NA,NA,NA
two-lane blacktop,Movie,Drama,7.2,1971,NA,NA,NA,NA
loose cannons,Movie,"Comedy, Drama, Romance",7.2,2010,NA,NA,NA,NA
human capital,Movie,"Crime, Drama",7.2,2013,NA,NA,NA,NA
the forest,TV Show,"Crime, Drama",7.2,2017,Movie,2016,"Horror Movies, Independent Movies",NA
his three daughters,Movie,Drama,7.2,2023,NA,NA,NA,NA
memoir of a murderer,Movie,"Action, Crime, Mystery",7.2,2017,Movie,2017,"Dramas, International Movies, Thrillers",NA
d.o.a.,Movie,"Crime, Drama, Film-Noir",7.2,1949,NA,NA,NA,NA
julius caesar,Movie,"Drama, History",7.2,1953,NA,NA,NA,NA
heroic losers,Movie,"Adventure, Comedy, Crime",7.2,2019,NA,NA,NA,NA
pamela a love story,Movie,"Biography, Documentary",7.2,2023,NA,NA,NA,NA
mork & mindy,TV Show,"Comedy, Family, Sci-Fi",7.2,1978,NA,NA,NA,NA
common wealth,Movie,"Comedy, Crime, Mystery",7.2,2000,NA,NA,NA,NA
gunga din,Movie,"Adventure, Comedy, War",7.2,1939,NA,NA,NA,NA
mr. blandings builds his dream house,Movie,"Comedy, Romance",7.2,1948,NA,NA,NA,NA
selfie,TV Show,"Comedy, Romance",7.2,2014,NA,NA,NA,NA
mother and child,Movie,"Drama, Romance",7.2,2009,NA,NA,NA,NA
the uninvited,Movie,"Fantasy, Horror, Mystery",7.2,1944,NA,NA,NA,NA
shadows,Movie,"Drama, Music, Romance",7.2,1958,NA,NA,NA,NA
smoke signals,Movie,"Comedy, Drama",7.2,1998,NA,NA,NA,NA
aaahh!!! real monsters,TV Show,"Animation, Comedy, Family",7.2,1994,NA,NA,NA,NA
viva zapata!,Movie,"Biography, Drama, History",7.2,1952,NA,NA,NA,NA
chapelwaite,TV Show,"Drama, Horror, Mystery",7.2,2021,NA,NA,NA,NA
batla house,Movie,"Action, Crime, Drama",7.2,2019,NA,NA,NA,NA
the passage,TV Show,"Action, Adventure, Drama",7.2,2019,NA,NA,NA,NA
flaked,TV Show,"Comedy, Drama, Romance",7.2,2016,TV Show,2017,"TV Comedies, TV Dramas",NA
kaam chalu hai,Movie,Drama,7.2,2024,NA,NA,NA,NA
modigliani,Movie,"Biography, Drama",7.2,2004,NA,NA,NA,NA
the wing or the thigh?,Movie,"Comedy, Family",7.2,1976,NA,NA,NA,NA
the 8 show,TV Show,"Comedy, Drama, Horror",7.2,2024,NA,NA,NA,NA
rashmi rocket,Movie,"Drama, Sport",7.2,2021,NA,NA,NA,NA
around the world in 80 days,TV Show,"Adventure, Comedy, History",7.2,2021,NA,NA,NA,NA
no one killed jessica,Movie,"Biography, Crime, Drama",7.2,2011,Movie,2011,"Dramas, International Movies",NA
beanpole,Movie,"Drama, War",7.2,2019,NA,NA,NA,NA
hard times,Movie,"Crime, Drama, Sport",7.2,1975,NA,NA,NA,NA
the bay,TV Show,"Crime, Drama, Mystery",7.2,2019,NA,NA,NA,NA
salyut-7,Movie,"Action, Drama, History",7.2,2017,NA,NA,NA,NA
apollo 10½ a space age childhood,Movie,"Adventure, Animation, Drama",7.2,2022,NA,NA,NA,NA
the frankenstein chronicles,TV Show,"Crime, Drama, Fantasy",7.2,2015,TV Show,2017,"British TV Shows, Crime TV Shows, International TV Shows",NA
the bridge,Movie,"Documentary, Drama",7.2,2006,Movie,2017,"Dramas, International Movies, Romantic Movies",NA
channel zero,TV Show,"Drama, Fantasy, Horror",7.2,2016,NA,NA,NA,NA
ghulam,Movie,"Action, Crime, Drama",7.2,1998,NA,NA,NA,NA
dirty sexy money,TV Show,Drama,7.2,2007,NA,NA,NA,NA
muhammad the messenger of god,Movie,"Biography, Drama, History",7.2,2015,NA,NA,NA,NA
mom,Movie,"Crime, Drama, Thriller",7.2,2017,Movie,2017,"Dramas, International Movies, Thrillers",NA
cactus flower,Movie,"Comedy, Romance",7.2,1969,NA,NA,NA,NA
the club,Movie,"Drama, Mystery, Thriller",7.2,2015,TV Show,2019,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",7860000
mad tv,TV Show,Comedy,7.2,1995,NA,NA,NA,NA
la cage aux folles,Movie,Comedy,7.2,1978,NA,NA,NA,NA
ordeal by innocence,TV Show,"Crime, Drama, Mystery",7.2,2018,NA,NA,NA,NA
champions,Movie,"Comedy, Drama, Family",7.2,2018,TV Show,2018,TV Comedies,NA
spare parts,Movie,"Biography, Drama, History",7.2,2015,NA,NA,NA,NA
avanti!,Movie,"Comedy, Romance",7.2,1972,NA,NA,NA,NA
lammbock,Movie,"Comedy, Crime",7.2,2001,NA,NA,NA,NA
eves bayou,Movie,Drama,7.2,1997,NA,NA,NA,NA
facing windows,Movie,"Drama, Romance",7.2,2003,NA,NA,NA,NA
business man,Movie,"Action, Crime, Drama",7.2,2012,NA,NA,NA,NA
johnny stecchino,Movie,"Comedy, Crime, Romance",7.2,1991,NA,NA,NA,NA
a soldiers story,Movie,"Crime, Drama, Mystery",7.2,1984,NA,NA,NA,NA
savior,Movie,"Drama, War",7.2,1998,NA,NA,NA,NA
theeb,Movie,"Adventure, Drama, Thriller",7.2,2014,NA,NA,NA,NA
a better tomorrow ii,Movie,"Action, Crime, Drama",7.2,1987,NA,NA,NA,NA
the thing about pam,TV Show,"Comedy, Crime, Drama",7.2,2022,NA,NA,NA,NA
the war zone,Movie,"Drama, Thriller",7.2,1999,NA,NA,NA,NA
rescued by ruby,Movie,"Biography, Drama, Family",7.2,2022,NA,NA,NA,6380000
rescued by ruby,Movie,"Biography, Drama, Family",7.2,2022,NA,NA,NA,17030000
rescued by ruby,Movie,"Biography, Drama, Family",7.2,2022,NA,NA,NA,19940000
perfect strangers,TV Show,"Comedy, Family",7.2,1986,NA,NA,NA,NA
the draughtsmans contract,Movie,"Comedy, Drama, Mystery",7.2,1982,NA,NA,NA,NA
the warrior,Movie,"Action, Drama, History",7.2,2001,NA,NA,NA,NA
broken blossoms,Movie,"Drama, Romance",7.2,1919,NA,NA,NA,NA
calamity jane,Movie,"Musical, Romance, Western",7.2,1953,NA,NA,NA,NA
rurouni kenshin final chapter part i - the final,Movie,"Action, Adventure, Drama",7.2,2021,NA,NA,NA,NA
tai chi master,Movie,"Action, Comedy, Drama",7.2,1993,NA,NA,NA,NA
the man in the white suit,Movie,"Comedy, Drama, Sci-Fi",7.2,1951,NA,NA,NA,NA
dallas,TV Show,"Drama, Romance",7.2,2012,NA,NA,NA,NA
grand prix,Movie,"Drama, Sport",7.2,1966,NA,NA,NA,NA
tere bin laden,Movie,"Comedy, Drama",7.2,2010,NA,NA,NA,NA
cuckoo,TV Show,Comedy,7.2,2012,TV Show,2019,"British TV Shows, International TV Shows, TV Comedies",NA
street fighter assassins fist,TV Show,"Action, Adventure, Drama",7.2,2014,NA,NA,NA,NA
the ballad of cable hogue,Movie,"Comedy, Drama, Romance",7.2,1970,NA,NA,NA,NA
the gilded cage,Movie,"Comedy, Drama",7.2,2013,NA,NA,NA,NA
the yakuza,Movie,"Action, Crime, Drama",7.2,1974,NA,NA,NA,NA
the memory of a killer,Movie,"Action, Crime, Drama",7.2,2003,NA,NA,NA,NA
fat city,Movie,"Drama, Sport",7.2,1972,NA,NA,NA,NA
shanghai,Movie,"Crime, Drama, Mystery",7.2,2012,Movie,2012,"Dramas, Independent Movies, International Movies",NA
ghost adventures,TV Show,"Documentary, History, Reality-TV",7.2,2008,NA,NA,NA,NA
the bride wore black,Movie,"Crime, Drama, Mystery",7.2,1968,NA,NA,NA,NA
sweetpea,TV Show,"Comedy, Drama",7.2,2024,NA,NA,NA,NA
the taste of others,Movie,"Comedy, Drama, Romance",7.2,2000,NA,NA,NA,NA
branded to kill,Movie,"Action, Crime, Drama",7.2,1967,NA,NA,NA,NA
"yesterday, today and tomorrow",Movie,"Comedy, Romance",7.2,1963,NA,NA,NA,NA
surface,TV Show,"Adventure, Drama, Mystery",7.2,2005,NA,NA,NA,NA
we are legion the story of the hacktivists,Movie,Documentary,7.2,2012,NA,NA,NA,NA
d-day,Movie,"Action, Thriller",7.2,2013,NA,NA,NA,NA
the man from snowy river,Movie,"Adventure, Drama, Romance",7.2,1982,NA,NA,NA,NA
twisted,TV Show,"Drama, Mystery, Thriller",7.2,2013,NA,NA,NA,NA
bend of the river,Movie,"Action, Adventure, Drama",7.2,1952,NA,NA,NA,NA
street fighter ii the animated movie,Movie,"Action, Adventure, Animation",7.2,1994,NA,NA,NA,NA
before i disappear,Movie,"Adventure, Drama",7.2,2014,NA,NA,NA,NA
into the inferno,Movie,Documentary,7.2,2016,Movie,2016,Documentaries,NA
truly madly deeply,Movie,"Comedy, Drama, Fantasy",7.2,1990,NA,NA,NA,NA
the buddy holly story,Movie,"Biography, Drama, Music",7.2,1978,NA,NA,NA,NA
masterchef usa,TV Show,"Game-Show, Reality-TV",7.2,2010,NA,NA,NA,NA
giant little ones,Movie,Drama,7.2,2018,NA,NA,NA,NA
the god of cookery,Movie,"Action, Comedy, Fantasy",7.2,1996,NA,NA,NA,NA
annika,TV Show,"Crime, Drama, Mystery",7.2,2021,NA,NA,NA,NA
viy,Movie,"Drama, Fantasy, Horror",7.2,1967,NA,NA,NA,NA
brian banks,Movie,"Biography, Drama, Sport",7.2,2018,NA,NA,NA,NA
iron man 3,Movie,"Action, Adventure, Sci-Fi",7.1,2013,NA,NA,NA,NA
man of steel,Movie,"Action, Adventure, Sci-Fi",7.1,2013,NA,NA,NA,NA
pirates of the caribbean at worlds end,Movie,"Action, Adventure, Fantasy",7.1,2007,NA,NA,NA,NA
transformers,Movie,"Action, Adventure, Sci-Fi",7.1,2007,NA,NA,NA,NA
"i, robot",Movie,"Action, Mystery, Sci-Fi",7.1,2004,NA,NA,NA,NA
the 40-year-old virgin,Movie,"Comedy, Romance",7.1,2005,NA,NA,NA,NA
the mummy,Movie,"Action, Adventure, Fantasy",7.1,1999,NA,NA,NA,11540000
glass onion,Movie,"Comedy, Crime, Drama",7.1,2022,NA,NA,NA,NA
tropic thunder,Movie,"Action, Comedy, War",7.1,2008,NA,NA,NA,NA
brave,Movie,"Action, Adventure, Animation",7.1,2012,NA,NA,NA,NA
mean girls,Movie,Comedy,7.1,2004,NA,NA,NA,6300000
mean girls,Movie,Comedy,7.1,2004,NA,NA,NA,7300000
mean girls,Movie,Comedy,7.1,2004,NA,NA,NA,8110000
free guy,Movie,"Action, Adventure, Comedy",7.1,2021,NA,NA,NA,NA
midsommar,Movie,"Drama, Horror, Mystery",7.1,2019,NA,NA,NA,NA
live free or die hard,Movie,"Action, Thriller",7.1,2007,NA,NA,NA,NA
furious 7,Movie,"Action, Thriller",7.1,2015,NA,NA,NA,NA
snowpiercer,Movie,"Drama, Sci-Fi, Thriller",7.1,2013,Movie,2013,"Action & Adventure, Cult Movies, International Movies",NA
die hard 2,Movie,"Action, Thriller",7.1,1990,NA,NA,NA,NA
jumanji,Movie,"Adventure, Comedy, Family",7.1,1995,NA,NA,NA,NA
anchorman the legend of ron burgundy,Movie,Comedy,7.1,2004,NA,NA,NA,NA
the ring,Movie,"Horror, Mystery",7.1,2002,Movie,2002,"Horror Movies, Thrillers",NA
pretty woman,Movie,"Comedy, Romance",7.1,1990,NA,NA,NA,NA
real steel,Movie,"Action, Drama, Sci-Fi",7.1,2011,Movie,2011,"Action & Adventure, Sci-Fi & Fantasy, Sports Movies",NA
shooter,Movie,"Action, Drama, Thriller",7.1,2007,TV Show,2018,"Crime TV Shows, TV Action & Adventure, TV Dramas",4700000
shooter,Movie,"Action, Drama, Thriller",7.1,2007,TV Show,2018,"Crime TV Shows, TV Action & Adventure, TV Dramas",12770000
shooter,Movie,"Action, Drama, Thriller",7.1,2007,TV Show,2018,"Crime TV Shows, TV Action & Adventure, TV Dramas",7480000
shooter,Movie,"Action, Drama, Thriller",7.1,2007,TV Show,2018,"Crime TV Shows, TV Action & Adventure, TV Dramas",7390000
the mist,Movie,"Horror, Sci-Fi, Thriller",7.1,2007,TV Show,2017,"TV Dramas, TV Horror, TV Mysteries",6230000
the mist,Movie,"Horror, Sci-Fi, Thriller",7.1,2007,TV Show,2017,"TV Dramas, TV Horror, TV Mysteries",8400000
beauty and the beast,Movie,"Adventure, Family, Fantasy",7.1,2017,NA,NA,NA,1150000
beauty and the beast,Movie,"Adventure, Family, Fantasy",7.1,2017,NA,NA,NA,1800000
beauty and the beast,Movie,"Adventure, Family, Fantasy",7.1,2017,NA,NA,NA,1790000
beauty and the beast,Movie,"Adventure, Family, Fantasy",7.1,2017,NA,NA,NA,2740000
pitch perfect,Movie,"Comedy, Music, Romance",7.1,2012,NA,NA,NA,4580000
pitch perfect,Movie,"Comedy, Music, Romance",7.1,2012,NA,NA,NA,11440000
batman returns,Movie,"Action, Crime, Fantasy",7.1,1992,NA,NA,NA,NA
theres something about mary,Movie,"Comedy, Romance",7.1,1998,NA,NA,NA,NA
deja vu,Movie,"Action, Crime, Sci-Fi",7.1,2006,NA,NA,NA,NA
elf,Movie,"Adventure, Comedy, Family",7.1,2003,NA,NA,NA,NA
dont breathe,Movie,"Crime, Horror, Thriller",7.1,2016,NA,NA,NA,NA
blade,Movie,"Action, Horror, Sci-Fi",7.1,1998,NA,NA,NA,NA
the lobster,Movie,"Drama, Romance, Sci-Fi",7.1,2015,Movie,2015,"Comedies, International Movies, Romantic Movies",NA
forgetting sarah marshall,Movie,"Comedy, Drama, Romance",7.1,2008,NA,NA,NA,NA
dredd,Movie,"Action, Crime, Sci-Fi",7.1,2012,NA,NA,NA,NA
mrs. doubtfire,Movie,"Comedy, Drama",7.1,1993,NA,NA,NA,NA
phone booth,Movie,"Crime, Thriller",7.1,2002,NA,NA,NA,NA
the intern,Movie,"Comedy, Drama",7.1,2015,NA,NA,NA,NA
two and a half men,TV Show,"Comedy, Romance",7.1,2003,NA,NA,NA,NA
seven psychopaths,Movie,"Comedy, Crime",7.1,2012,NA,NA,NA,NA
vicky cristina barcelona,Movie,"Comedy, Drama, Romance",7.1,2008,NA,NA,NA,NA
war dogs,Movie,"Biography, Comedy, Crime",7.1,2016,Movie,2016,"Comedies, Dramas",NA
the invisible man,Movie,"Drama, Horror, Mystery",7.1,2020,NA,NA,NA,6530000
dirty dancing,Movie,"Drama, Music, Romance",7.1,1987,NA,NA,NA,NA
valkyrie,Movie,"Drama, History, Thriller",7.1,2008,NA,NA,NA,NA
the falcon and the winter soldier,TV Show,"Action, Adventure, Drama",7.1,2021,NA,NA,NA,NA
cube,Movie,"Horror, Mystery, Sci-Fi",7.1,1997,NA,NA,NA,NA
ghost,Movie,"Drama, Fantasy, Romance",7.1,1990,NA,NA,NA,NA
prey,Movie,"Action, Adventure, Horror",7.1,2022,Movie,2021,"International Movies, Thrillers",2330000
prey,Movie,"Action, Adventure, Horror",7.1,2022,Movie,2021,"International Movies, Thrillers",14270000
prey,Movie,"Action, Adventure, Horror",7.1,2022,Movie,2021,"International Movies, Thrillers",13440000
the croods,Movie,"Adventure, Animation, Comedy",7.1,2013,Movie,2013,"Children & Family Movies, Comedies",5200000
the croods,Movie,"Adventure, Animation, Comedy",7.1,2013,Movie,2013,"Children & Family Movies, Comedies",6800000
the croods,Movie,"Adventure, Animation, Comedy",7.1,2013,Movie,2013,"Children & Family Movies, Comedies",4280000
the croods,Movie,"Adventure, Animation, Comedy",7.1,2013,Movie,2013,"Children & Family Movies, Comedies",8700000
the croods,Movie,"Adventure, Animation, Comedy",7.1,2013,Movie,2013,"Children & Family Movies, Comedies",6560000
the croods,Movie,"Adventure, Animation, Comedy",7.1,2013,Movie,2013,"Children & Family Movies, Comedies",15860000
the croods,Movie,"Adventure, Animation, Comedy",7.1,2013,Movie,2013,"Children & Family Movies, Comedies",13440000
shakespeare in love,Movie,"Comedy, Drama, History",7.1,1998,NA,NA,NA,NA
everest,Movie,"Adventure, Biography, Drama",7.1,2015,NA,NA,NA,NA
